,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
飞行器,0.0,1.0,13.0,1.0,6.0,318.0,0.0,0.0,8.0,1.0
样本,39.0,118.0,16.0,5.0,23.0,377.0,69.0,3.0,9.0,7.0
银河系,0.0,0.0,0.0,0.0,1.0,288.0,0.0,0.0,12.0,1.0
MP,0.0,1.0,3.0,0.0,1.0,193.0,0.0,0.0,12.0,0.0
光学,0.0,10.0,2.0,0.0,0.0,212.0,6.0,0.0,5.0,2.0
机器,40.0,15.0,42.0,4.0,61.0,411.0,4.0,39.0,94.0,81.0
光线,6.0,17.0,23.0,17.0,8.0,310.0,3.0,1.0,16.0,129.0
陆地,1.0,7.0,3.0,1.0,4.0,274.0,40.0,0.0,16.0,3.0
引力,2.0,1.0,0.0,1.0,2.0,226.0,0.0,0.0,2.0,2.0
天空,3.0,8.0,24.0,20.0,35.0,335.0,3.0,13.0,76.0,36.0
飞机,55.0,18.0,202.0,36.0,220.0,837.0,257.0,51.0,97.0,152.0
微生物,0.0,0.0,2.0,0.0,2.0,298.0,5.0,0.0,0.0,0.0
食物,2.0,8.0,126.0,14.0,140.0,415.0,93.0,14.0,90.0,22.0
海水,9.0,8.0,12.0,12.0,13.0,308.0,10.0,0.0,6.0,34.0
土星,0.0,0.0,0.0,2.0,0.0,354.0,0.0,0.0,3.0,0.0
原子,0.0,1.0,0.0,0.0,3.0,290.0,11.0,0.0,1.0,5.0
模型,83.0,44.0,16.0,19.0,57.0,422.0,17.0,3.0,159.0,32.0
广角,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,3.0
气候,15.0,38.0,9.0,17.0,171.0,438.0,34.0,6.0,22.0,18.0
容量,18.0,15.0,5.0,25.0,12.0,299.0,21.0,2.0,137.0,24.0
生物学家,1.0,0.0,3.0,0.0,11.0,166.0,0.0,0.0,0.0,3.0
商家,161.0,171.0,96.0,78.0,29.0,342.0,20.0,3.0,26.0,35.0
数码相机,3.0,5.0,17.0,4.0,9.0,194.0,0.0,0.0,5.0,4.0
昆虫,0.0,0.0,2.0,2.0,10.0,343.0,0.0,0.0,6.0,14.0
播放器,0.0,0.0,1.0,1.0,0.0,146.0,0.0,0.0,2.0,0.0
物理学,5.0,0.0,2.0,0.0,39.0,241.0,2.0,0.0,5.0,4.0
射线,0.0,2.0,3.0,2.0,4.0,273.0,0.0,0.0,6.0,0.0
强子,0.0,0.0,0.0,0.0,3.0,307.0,0.0,0.0,0.0,0.0
星球,1.0,1.0,0.0,2.0,26.0,237.0,0.0,6.0,66.0,15.0
尘埃,5.0,6.0,3.0,1.0,8.0,242.0,3.0,7.0,5.0,7.0
哺乳动物,0.0,0.0,2.0,0.0,3.0,196.0,0.0,1.0,0.0,0.0
地表,5.0,3.0,3.0,0.0,1.0,237.0,0.0,0.0,19.0,2.0
鸟类,0.0,2.0,23.0,0.0,4.0,243.0,3.0,0.0,5.0,0.0
冰川,0.0,0.0,0.0,1.0,3.0,301.0,1.0,0.0,10.0,3.0
面部,3.0,1.0,98.0,13.0,19.0,285.0,8.0,14.0,27.0,33.0
空气,11.0,127.0,72.0,27.0,57.0,343.0,19.0,15.0,26.0,36.0
海底,2.0,2.0,3.0,1.0,8.0,259.0,9.0,1.0,18.0,6.0
海岸,5.0,13.0,2.0,1.0,31.0,225.0,23.0,4.0,12.0,8.0
地质,3.0,30.0,16.0,2.0,11.0,226.0,68.0,0.0,4.0,2.0
二氧化碳,1.0,21.0,4.0,0.0,15.0,254.0,3.0,0.0,1.0,0.0
雌性,0.0,0.0,9.0,0.0,1.0,194.0,1.0,0.0,0.0,1.0
感光度,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0
时速,4.0,7.0,35.0,0.0,12.0,197.0,19.0,0.0,4.0,4.0
鱼类,1.0,1.0,4.0,1.0,4.0,213.0,4.0,0.0,2.0,0.0
土壤,26.0,17.0,9.0,3.0,24.0,287.0,12.0,1.0,6.0,13.0
外星,0.0,0.0,0.0,3.0,3.0,210.0,0.0,0.0,60.0,8.0
地震,25.0,166.0,236.0,3.0,161.0,1190.0,446.0,18.0,19.0,195.0
猎物,2.0,5.0,9.0,3.0,5.0,200.0,2.0,3.0,6.0,5.0
老鼠,4.0,11.0,97.0,10.0,12.0,302.0,1.0,0.0,15.0,12.0
热量,0.0,7.0,8.0,7.0,15.0,204.0,5.0,0.0,0.0,2.0
卡片机,0.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0,1.0
放射性,0.0,2.0,3.0,1.0,1.0,220.0,3.0,0.0,2.0,0.0
照相机,6.0,7.0,25.0,10.0,13.0,187.0,2.0,7.0,6.0,5.0
焦距,0.0,0.0,1.0,1.0,0.0,113.0,0.0,0.0,0.0,1.0
雄性,0.0,0.0,6.0,1.0,2.0,196.0,1.0,0.0,0.0,10.0
生物学,0.0,0.0,9.0,0.0,26.0,161.0,3.0,1.0,0.0,1.0
分子,76.0,33.0,57.0,16.0,55.0,360.0,88.0,5.0,37.0,24.0
深海,0.0,1.0,1.0,10.0,3.0,203.0,2.0,0.0,7.0,2.0
液态,0.0,6.0,5.0,3.0,0.0,189.0,24.0,0.0,0.0,0.0
星云,2.0,0.0,0.0,1.0,0.0,234.0,0.0,0.0,0.0,0.0
型号,15.0,2.0,23.0,14.0,11.0,174.0,29.0,0.0,22.0,4.0
药物,2.0,3.0,79.0,2.0,38.0,408.0,160.0,2.0,20.0,5.0
重力,0.0,0.0,3.0,1.0,17.0,169.0,1.0,0.0,15.0,1.0
残骸,2.0,0.0,11.0,0.0,0.0,194.0,16.0,0.0,4.0,1.0
海域,1.0,12.0,27.0,0.0,7.0,321.0,281.0,2.0,29.0,3.0
外星人,3.0,0.0,17.0,8.0,31.0,292.0,0.0,6.0,61.0,31.0
爱好者,118.0,14.0,31.0,53.0,35.0,282.0,3.0,3.0,258.0,41.0
起源,5.0,8.0,5.0,9.0,16.0,209.0,1.0,3.0,36.0,8.0
航天,15.0,2.0,0.0,0.0,16.0,182.0,38.0,0.0,1.0,18.0
激光,2.0,3.0,4.0,2.0,6.0,251.0,16.0,2.0,31.0,2.0
太阳能,4.0,51.0,4.0,4.0,16.0,249.0,25.0,2.0,1.0,2.0
栖息地,1.0,1.0,4.0,0.0,1.0,120.0,3.0,0.0,1.0,0.0
红外,0.0,2.0,2.0,1.0,1.0,148.0,0.0,0.0,2.0,0.0
电子书,0.0,0.0,0.0,1.0,0.0,127.0,0.0,0.0,8.0,1.0
黑猩猩,0.0,0.0,0.0,0.0,1.0,181.0,0.0,0.0,0.0,0.0
氧气,1.0,5.0,16.0,5.0,0.0,179.0,3.0,0.0,0.0,2.0
厚度,5.0,13.0,7.0,10.0,5.0,157.0,2.0,6.0,5.0,12.0
牙齿,5.0,2.0,54.0,20.0,34.0,222.0,0.0,3.0,10.0,10.0
锂电池,1.0,1.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0
密度,12.0,50.0,9.0,6.0,4.0,222.0,9.0,8.0,4.0,8.0
高度,56.0,129.0,29.0,81.0,58.0,407.0,135.0,98.0,93.0,48.0
洞穴,0.0,0.0,3.0,1.0,9.0,250.0,7.0,0.0,28.0,2.0
塑料,10.0,7.0,81.0,30.0,17.0,284.0,18.0,2.0,5.0,5.0
故障,60.0,8.0,61.0,0.0,12.0,200.0,27.0,4.0,16.0,3.0
水域,1.0,5.0,7.0,0.0,4.0,167.0,40.0,0.0,0.0,1.0
超新星,0.0,0.0,0.0,1.0,8.0,203.0,0.0,5.0,0.0,1.0
游客,63.0,68.0,156.0,40.0,185.0,330.0,261.0,5.0,17.0,66.0
基因组,0.0,0.0,2.0,0.0,1.0,176.0,8.0,0.0,0.0,0.0
水母,0.0,0.0,0.0,0.0,2.0,209.0,0.0,0.0,1.0,1.0
极地,0.0,0.0,0.0,1.0,0.0,130.0,5.0,0.0,1.0,1.0
音效,0.0,0.0,0.0,1.0,0.0,170.0,0.0,0.0,95.0,36.0
液体,2.0,16.0,38.0,12.0,4.0,193.0,34.0,0.0,3.0,0.0
器官,0.0,1.0,37.0,3.0,10.0,184.0,12.0,1.0,1.0,4.0
冰层,0.0,0.0,3.0,0.0,2.0,154.0,0.0,0.0,1.0,0.0
高温,8.0,31.0,15.0,21.0,18.0,213.0,11.0,0.0,9.0,18.0
科幻,0.0,1.0,4.0,5.0,15.0,233.0,0.0,0.0,109.0,176.0
电脑,89.0,54.0,395.0,47.0,294.0,516.0,33.0,27.0,635.0,139.0
体型,0.0,1.0,13.0,51.0,14.0,185.0,3.0,26.0,24.0,4.0
寿命,3.0,27.0,13.0,5.0,22.0,199.0,15.0,3.0,18.0,7.0
后代,5.0,12.0,24.0,2.0,25.0,183.0,19.0,0.0,8.0,19.0
蜘蛛,1.0,0.0,7.0,2.0,6.0,262.0,0.0,0.0,54.0,0.0
体重,4.0,0.0,111.0,15.0,61.0,260.0,43.0,110.0,10.0,18.0
极光,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0,2.0,0.0
景象,29.0,87.0,12.0,16.0,20.0,223.0,11.0,7.0,32.0,27.0
文学家,2.0,0.0,0.0,0.0,6.0,106.0,0.0,0.0,0.0,2.0
波长,0.0,0.0,0.0,0.0,3.0,118.0,0.0,0.0,0.0,1.0
水面,18.0,22.0,57.0,1.0,11.0,216.0,13.0,6.0,41.0,13.0
海拔,3.0,5.0,16.0,4.0,2.0,191.0,6.0,3.0,1.0,19.0
发动机,11.0,8.0,38.0,0.0,11.0,220.0,28.0,18.0,4.0,4.0
化合物,0.0,0.0,7.0,2.0,4.0,136.0,3.0,0.0,0.0,0.0
原理,17.0,6.0,14.0,12.0,15.0,146.0,1.0,0.0,7.0,9.0
灾难,18.0,40.0,19.0,13.0,21.0,266.0,26.0,10.0,70.0,144.0
祖先,7.0,8.0,7.0,2.0,12.0,173.0,4.0,0.0,13.0,1.0
熔岩,0.0,0.0,0.0,0.0,2.0,161.0,0.0,0.0,11.0,1.0
套机,0.0,0.0,1.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0
质子,1.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,1.0,0.0
强度,8.0,29.0,2.0,2.0,22.0,207.0,17.0,107.0,29.0,6.0
接口,4.0,5.0,5.0,2.0,5.0,124.0,2.0,0.0,18.0,0.0
研究者,8.0,8.0,2.0,0.0,27.0,125.0,4.0,0.0,2.0,6.0
该机,0.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,0.0,0.0
存储卡,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,3.0,0.0
胚胎,0.0,0.0,20.0,0.0,4.0,202.0,11.0,0.0,0.0,1.0
航天员,1.0,0.0,4.0,1.0,0.0,255.0,59.0,0.0,0.0,40.0
遗址,5.0,24.0,1.0,1.0,9.0,200.0,10.0,0.0,0.0,7.0
边缘,38.0,59.0,25.0,45.0,25.0,223.0,19.0,38.0,52.0,49.0
鲸鱼,0.0,3.0,12.0,1.0,6.0,149.0,3.0,0.0,9.0,1.0
种群,0.0,2.0,2.0,0.0,2.0,102.0,0.0,0.0,3.0,0.0
自然界,1.0,6.0,1.0,4.0,5.0,107.0,2.0,0.0,2.0,2.0
头骨,3.0,0.0,11.0,2.0,3.0,131.0,0.0,0.0,0.0,0.0
太阳风,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,1.0
整机,0.0,4.0,0.0,0.0,0.0,80.0,1.0,0.0,4.0,0.0
构造,5.0,6.0,4.0,3.0,5.0,125.0,0.0,2.0,5.0,4.0
肉眼,12.0,3.0,2.0,2.0,3.0,109.0,5.0,2.0,1.0,5.0
场景,13.0,58.0,39.0,31.0,72.0,395.0,9.0,70.0,867.0,600.0
介质,1.0,0.0,1.0,0.0,0.0,88.0,0.0,0.0,3.0,1.0
甲烷,0.0,0.0,0.0,0.0,7.0,143.0,0.0,0.0,0.0,0.0
耳机,0.0,0.0,6.0,12.0,7.0,148.0,0.0,17.0,33.0,3.0
硬盘,5.0,0.0,7.0,0.0,9.0,168.0,1.0,3.0,46.0,2.0
天文学,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0,0.0
结论,64.0,114.0,63.0,7.0,59.0,236.0,39.0,23.0,22.0,23.0
画面,55.0,10.0,64.0,40.0,47.0,417.0,28.0,31.0,1316.0,580.0
紫外线,0.0,1.0,20.0,21.0,9.0,118.0,0.0,0.0,0.0,2.0
海面,1.0,0.0,5.0,2.0,3.0,133.0,14.0,0.0,11.0,5.0
精度,2.0,6.0,0.0,1.0,0.0,114.0,4.0,1.0,12.0,3.0
星体,0.0,0.0,0.0,0.0,1.0,113.0,0.0,0.0,0.0,0.0
阵列,1.0,0.0,0.0,0.0,2.0,102.0,1.0,0.0,0.0,0.0
航天器,0.0,0.0,0.0,0.0,0.0,102.0,6.0,0.0,0.0,0.0
鳄鱼,2.0,1.0,110.0,27.0,4.0,212.0,0.0,0.0,2.0,11.0
海平面,0.0,2.0,0.0,0.0,5.0,127.0,6.0,0.0,4.0,0.0
长焦,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,1.0
海洋生物,1.0,0.0,1.0,0.0,12.0,109.0,3.0,0.0,1.0,1.0
零下,2.0,2.0,6.0,7.0,14.0,132.0,2.0,4.0,1.0,44.0
云层,0.0,0.0,0.0,0.0,2.0,107.0,2.0,0.0,1.0,1.0
显微镜,1.0,0.0,4.0,0.0,6.0,124.0,2.0,5.0,1.0,1.0
处理器,0.0,0.0,1.0,0.0,0.0,87.0,0.0,0.0,21.0,0.0
光谱,0.0,0.0,0.0,1.0,4.0,108.0,1.0,0.0,20.0,1.0
成员,98.0,184.0,203.0,41.0,296.0,405.0,378.0,115.0,347.0,197.0
元件,0.0,3.0,1.0,0.0,6.0,82.0,1.0,0.0,1.0,0.0
血液,5.0,10.0,113.0,11.0,22.0,219.0,16.0,3.0,18.0,9.0
夜空,0.0,2.0,10.0,10.0,7.0,123.0,0.0,0.0,8.0,2.0
野生动物,0.0,1.0,56.0,0.0,13.0,120.0,1.0,0.0,5.0,1.0
谜团,7.0,6.0,17.0,2.0,4.0,118.0,4.0,5.0,48.0,11.0
高空,0.0,0.0,23.0,1.0,4.0,109.0,12.0,1.0,1.0,17.0
木乃伊,1.0,1.0,2.0,0.0,4.0,235.0,1.0,0.0,3.0,3.0
癌症,6.0,3.0,76.0,2.0,24.0,170.0,3.0,22.0,0.0,10.0
地壳,0.0,2.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0
灰尘,1.0,13.0,16.0,4.0,5.0,125.0,0.0,1.0,5.0,5.0
精子,0.0,0.0,90.0,1.0,4.0,233.0,0.0,0.0,0.0,0.0
肌肉,6.0,2.0,57.0,22.0,14.0,217.0,10.0,50.0,17.0,63.0
幼仔,0.0,0.0,2.0,0.0,0.0,104.0,0.0,0.0,1.0,0.0
光度,1.0,1.0,0.0,1.0,0.0,66.0,0.0,0.0,0.0,0.0
运载火箭,0.0,0.0,0.0,0.0,0.0,85.0,30.0,0.0,0.0,0.0
天线,0.0,0.0,5.0,0.0,13.0,108.0,3.0,0.0,0.0,6.0
沙漠,1.0,14.0,2.0,7.0,17.0,166.0,6.0,3.0,51.0,43.0
触摸屏,1.0,0.0,0.0,1.0,2.0,73.0,1.0,0.0,10.0,0.0
尾巴,1.0,2.0,15.0,12.0,7.0,127.0,0.0,4.0,11.0,13.0
人脸,4.0,0.0,0.0,2.0,1.0,83.0,0.0,0.0,1.0,2.0
生态系统,1.0,10.0,1.0,12.0,0.0,93.0,6.0,0.0,2.0,0.0
北半球,1.0,1.0,0.0,1.0,5.0,90.0,0.0,0.0,1.0,0.0
赤道,1.0,0.0,0.0,0.0,3.0,92.0,0.0,0.0,4.0,1.0
摄像头,25.0,4.0,149.0,3.0,9.0,157.0,4.0,0.0,9.0,0.0
容器,0.0,1.0,5.0,1.0,6.0,105.0,0.0,0.0,5.0,6.0
瞬间,6.0,17.0,25.0,58.0,9.0,172.0,5.0,58.0,41.0,42.0
湖泊,0.0,19.0,5.0,2.0,11.0,139.0,2.0,0.0,4.0,1.0
飓风,5.0,0.0,0.0,1.0,14.0,128.0,9.0,3.0,8.0,1.0
量子,11.0,0.0,0.0,0.0,2.0,135.0,2.0,0.0,1.0,0.0
扬声器,0.0,0.0,1.0,0.0,0.0,80.0,0.0,0.0,1.0,0.0
浓度,1.0,1.0,17.0,7.0,7.0,115.0,2.0,0.0,0.0,4.0
自然,63.0,187.0,12.0,89.0,79.0,207.0,30.0,8.0,31.0,48.0
淡水,4.0,2.0,2.0,3.0,4.0,107.0,2.0,0.0,0.0,2.0
清晰度,2.0,2.0,1.0,1.0,2.0,73.0,2.0,0.0,6.0,1.0
标本,6.0,7.0,14.0,1.0,15.0,141.0,15.0,1.0,0.0,9.0
低温,6.0,1.0,1.0,13.0,6.0,121.0,29.0,1.0,2.0,10.0
地形,3.0,19.0,15.0,0.0,11.0,147.0,8.0,0.0,98.0,6.0
成分,38.0,54.0,34.0,32.0,34.0,201.0,51.0,14.0,37.0,80.0
风力,2.0,5.0,3.0,1.0,4.0,142.0,22.0,0.0,0.0,1.0
电量,1.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0
青蛙,0.0,0.0,2.0,7.0,5.0,138.0,0.0,4.0,14.0,2.0
地质学家,0.0,0.0,2.0,0.0,1.0,68.0,0.0,0.0,0.0,0.0
船只,1.0,0.0,7.0,0.0,6.0,158.0,71.0,8.0,36.0,1.0
部位,10.0,27.0,120.0,93.0,15.0,202.0,19.0,51.0,28.0,17.0
主流,120.0,234.0,14.0,92.0,157.0,261.0,40.0,8.0,162.0,226.0
按钮,7.0,2.0,9.0,4.0,15.0,90.0,0.0,0.0,31.0,4.0
河流,5.0,23.0,3.0,1.0,12.0,128.0,17.0,2.0,5.0,1.0
卵子,0.0,0.0,10.0,0.0,4.0,130.0,1.0,0.0,0.0,0.0
干细胞,0.0,0.0,9.0,0.0,11.0,96.0,0.0,0.0,0.0,0.0
纳米,0.0,2.0,0.0,1.0,11.0,110.0,0.0,0.0,35.0,0.0
捕食者,0.0,0.0,1.0,0.0,0.0,74.0,0.0,0.0,2.0,0.0
生物体,0.0,0.0,1.0,0.0,0.0,82.0,0.0,0.0,0.0,1.0
企鹅,0.0,1.0,0.0,1.0,0.0,149.0,1.0,0.0,8.0,1.0
核电站,4.0,1.0,0.0,0.0,14.0,184.0,21.0,0.0,4.0,0.0
反应堆,0.0,0.0,0.0,1.0,1.0,128.0,5.0,0.0,3.0,0.0
音乐,52.0,29.0,68.0,182.0,291.0,411.0,17.0,49.0,497.0,567.0
造价,6.0,62.0,14.0,3.0,7.0,102.0,11.0,0.0,8.0,11.0
闪光灯,0.0,1.0,6.0,12.0,3.0,89.0,0.0,4.0,0.0,18.0
鲨鱼,1.0,1.0,29.0,4.0,3.0,229.0,0.0,109.0,2.0,5.0
物理,25.0,14.0,21.0,4.0,137.0,203.0,7.0,0.0,251.0,13.0
高分辨率,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,15.0,0.0
月亮,2.0,4.0,4.0,0.0,24.0,153.0,0.0,0.0,12.0,10.0
宽屏,0.0,0.0,1.0,0.0,1.0,55.0,0.0,0.0,16.0,0.0
麦克风,0.0,2.0,3.0,1.0,3.0,78.0,5.0,2.0,5.0,12.0
外层,1.0,1.0,1.0,8.0,0.0,71.0,6.0,1.0,2.0,0.0
氢气,0.0,3.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0
地带,14.0,54.0,33.0,14.0,19.0,143.0,16.0,7.0,26.0,10.0
遗迹,2.0,6.0,2.0,1.0,11.0,110.0,5.0,0.0,38.0,4.0
神经,19.0,35.0,53.0,18.0,34.0,253.0,5.0,35.0,35.0,51.0
编码,0.0,0.0,2.0,4.0,2.0,80.0,2.0,0.0,5.0,0.0
潜水员,0.0,0.0,1.0,0.0,4.0,73.0,1.0,0.0,0.0,2.0
矿物,11.0,0.0,1.0,1.0,3.0,92.0,1.0,0.0,6.0,0.0
灵长类,0.0,0.0,0.0,0.0,1.0,76.0,0.0,0.0,0.0,0.0
黑子,0.0,0.0,0.0,0.0,3.0,108.0,0.0,0.0,0.0,0.0
无线电,0.0,1.0,6.0,1.0,6.0,86.0,22.0,0.0,5.0,1.0
研究所,46.0,28.0,15.0,0.0,50.0,132.0,17.0,0.0,58.0,3.0
闪存,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,1.0,0.0
翅膀,5.0,9.0,35.0,12.0,23.0,164.0,0.0,4.0,51.0,15.0
含量,22.0,28.0,41.0,19.0,38.0,184.0,74.0,8.0,11.0,12.0
大自然,2.0,25.0,0.0,36.0,35.0,104.0,1.0,0.0,13.0,12.0
固件,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,4.0,0.0
近距离,5.0,11.0,11.0,19.0,28.0,124.0,7.0,41.0,33.0,29.0
降落伞,0.0,0.0,10.0,0.0,3.0,87.0,4.0,0.0,2.0,0.0
离子,0.0,0.0,1.0,1.0,1.0,84.0,0.0,0.0,8.0,0.0
飞行员,1.0,2.0,9.0,19.0,15.0,124.0,52.0,1.0,17.0,48.0
气温,2.0,22.0,32.0,61.0,29.0,199.0,23.0,5.0,6.0,48.0
庞然大物,2.0,5.0,5.0,1.0,0.0,64.0,0.0,1.0,3.0,0.0
光速,0.0,0.0,0.0,2.0,2.0,83.0,0.0,2.0,2.0,0.0
院士,3.0,46.0,41.0,0.0,60.0,216.0,73.0,0.0,0.0,12.0
动物园,0.0,3.0,75.0,28.0,13.0,124.0,72.0,2.0,15.0,11.0
能源,128.0,223.0,6.0,8.0,119.0,370.0,460.0,6.0,19.0,4.0
长时间,80.0,94.0,79.0,24.0,104.0,200.0,23.0,105.0,63.0,85.0
面板,0.0,5.0,1.0,2.0,1.0,69.0,28.0,0.0,9.0,0.0
多样性,4.0,9.0,0.0,8.0,32.0,102.0,10.0,0.0,26.0,6.0
毛发,3.0,1.0,9.0,4.0,1.0,148.0,0.0,0.0,2.0,11.0
疗法,0.0,2.0,4.0,0.0,13.0,103.0,0.0,1.0,0.0,0.0
热带,2.0,11.0,2.0,23.0,27.0,114.0,10.0,0.0,19.0,8.0
蚂蚁,3.0,3.0,13.0,0.0,14.0,204.0,2.0,2.0,28.0,3.0
水星,0.0,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,1.0
航空,32.0,36.0,5.0,1.0,43.0,131.0,52.0,4.0,4.0,6.0
遗骸,0.0,0.0,3.0,0.0,2.0,80.0,0.0,0.0,5.0,0.0
电极,0.0,1.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0
短片,0.0,9.0,9.0,7.0,4.0,164.0,6.0,15.0,44.0,336.0
子宫,0.0,0.0,29.0,0.0,0.0,115.0,2.0,0.0,1.0,0.0
镜面,4.0,4.0,1.0,2.0,0.0,69.0,0.0,0.0,4.0,0.0
岛屿,17.0,6.0,0.0,4.0,20.0,166.0,61.0,0.0,64.0,1.0
蜥蜴,0.0,0.0,17.0,6.0,6.0,121.0,0.0,0.0,1.0,8.0
森林,8.0,73.0,24.0,18.0,33.0,185.0,44.0,104.0,68.0,20.0
斑点,2.0,0.0,4.0,8.0,8.0,97.0,1.0,0.0,0.0,3.0
界面,8.0,1.0,6.0,2.0,8.0,153.0,0.0,0.0,269.0,1.0
客机,4.0,0.0,3.0,0.0,8.0,140.0,40.0,0.0,0.0,0.0
风速,0.0,2.0,1.0,0.0,1.0,85.0,16.0,3.0,0.0,0.0
影片,16.0,6.0,22.0,58.0,41.0,210.0,21.0,8.0,190.0,9301.0
免疫系统,0.0,0.0,1.0,0.0,4.0,69.0,1.0,0.0,0.0,1.0
抗生素,0.0,0.0,6.0,0.0,5.0,172.0,4.0,1.0,0.0,0.0
X光,1.0,0.0,4.0,0.0,1.0,54.0,1.0,14.0,0.0,0.0
静态,8.0,14.0,0.0,18.0,2.0,93.0,2.0,3.0,7.0,6.0
年代,61.0,55.0,15.0,103.0,28.0,279.0,12.0,15.0,87.0,196.0
海豹,0.0,0.0,0.0,0.0,5.0,73.0,1.0,0.0,1.0,0.0
部件,9.0,23.0,9.0,4.0,2.0,89.0,13.0,0.0,23.0,1.0
影音,2.0,1.0,0.0,0.0,0.0,56.0,1.0,1.0,11.0,1.0
脸部,4.0,0.0,77.0,60.0,9.0,139.0,4.0,6.0,10.0,20.0
猩猩,0.0,0.0,1.0,1.0,0.0,80.0,0.0,0.0,5.0,3.0
地貌,4.0,11.0,0.0,0.0,4.0,94.0,4.0,0.0,10.0,9.0
北极熊,1.0,0.0,1.0,0.0,4.0,149.0,1.0,0.0,0.0,1.0
实时,23.0,6.0,2.0,1.0,7.0,98.0,13.0,0.0,33.0,2.0
频率,68.0,32.0,17.0,21.0,22.0,132.0,10.0,8.0,23.0,12.0
墓穴,2.0,0.0,1.0,0.0,2.0,125.0,1.0,0.0,2.0,2.0
阳光,117.0,169.0,43.0,133.0,95.0,238.0,30.0,12.0,57.0,104.0
猴子,10.0,1.0,40.0,3.0,8.0,150.0,0.0,2.0,12.0,28.0
中方,21.0,10.0,3.0,2.0,38.0,18.0,1652.0,21.0,3.0,47.0
两岸,20.0,23.0,8.0,4.0,32.0,11.0,2131.0,1.0,10.0,77.0
人民,46.0,166.0,61.0,17.0,124.0,43.0,1596.0,19.0,80.0,114.0
会议,334.0,472.0,79.0,15.0,241.0,255.0,1886.0,97.0,75.0,69.0
总理,55.0,64.0,10.0,2.0,116.0,18.0,1075.0,3.0,6.0,16.0
领导人,45.0,27.0,8.0,14.0,63.0,50.0,914.0,4.0,14.0,17.0
主席,149.0,318.0,40.0,35.0,185.0,48.0,1165.0,56.0,25.0,341.0
发言人,64.0,117.0,27.0,7.0,92.0,203.0,781.0,32.0,40.0,78.0
政治,112.0,84.0,113.0,16.0,310.0,69.0,1116.0,12.0,86.0,142.0
当局,65.0,15.0,16.0,0.0,76.0,50.0,733.0,2.0,11.0,12.0
机制,328.0,315.0,22.0,7.0,116.0,191.0,1115.0,8.0,199.0,54.0
经贸,11.0,2.0,5.0,0.0,27.0,2.0,553.0,0.0,1.0,2.0
检察官,3.0,7.0,120.0,0.0,26.0,1.0,562.0,1.0,1.0,1.0
外交,12.0,6.0,0.0,8.0,70.0,11.0,587.0,3.0,31.0,4.0
两岸关系,0.0,2.0,0.0,0.0,2.0,1.0,455.0,0.0,0.0,3.0
检方,1.0,14.0,59.0,0.0,10.0,2.0,436.0,0.0,0.0,0.0
弊案,1.0,3.0,0.0,0.0,0.0,0.0,345.0,1.0,0.0,0.0
委员,91.0,235.0,71.0,13.0,41.0,25.0,577.0,0.0,11.0,56.0
台币,51.0,4.0,18.0,10.0,4.0,0.0,341.0,0.0,5.0,110.0
原则,229.0,287.0,47.0,79.0,164.0,43.0,653.0,26.0,40.0,91.0
记者会,5.0,6.0,5.0,5.0,8.0,5.0,305.0,0.0,13.0,124.0
两会,33.0,76.0,2.0,5.0,6.0,9.0,402.0,1.0,1.0,9.0
立场,33.0,37.0,4.0,8.0,23.0,11.0,382.0,15.0,28.0,34.0
基层,33.0,41.0,23.0,0.0,42.0,4.0,424.0,1.0,3.0,13.0
议题,21.0,31.0,1.0,0.0,29.0,11.0,353.0,7.0,7.0,16.0
共识,79.0,83.0,20.0,4.0,32.0,20.0,353.0,21.0,13.0,35.0
总书记,0.0,7.0,0.0,0.0,1.0,1.0,267.0,0.0,0.0,2.0
总统府,0.0,1.0,0.0,1.0,7.0,0.0,241.0,0.0,0.0,2.0
民众,60.0,148.0,20.0,14.0,220.0,114.0,549.0,1.0,39.0,40.0
新闻,168.0,565.0,294.0,75.0,442.0,342.0,1064.0,228.0,256.0,447.0
同志,12.0,38.0,53.0,2.0,14.0,15.0,455.0,9.0,8.0,55.0
